cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,dichtheid,vggev,vgtaak,vgboete,vgtrans,vggeweld,vgzeden,vgvermg,vgvermgng,vgvernoo,vgopium,vgverkeer,vgoverig,zvermg,zvermgng,zopium,zvernoo,zverkeer,zoverig,zgeweld,dum1120,dum21plus,lft2,rec4
1,0.0,58.447638600000005,58.447638600000005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.28844019999997,0
7,1.609437912,22.33538672,14.75507672,0.6827764070000001,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,269.19673589999996,0
1,1.609437912,29.557837100000004,18.03969884,0.5652754489999999,0,0,2,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,84.35991904,0
1,0.0,83.38945927,83.38945927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.341803,0
7,0.0,23.09213391,21.6145833,2.3771290030000003,0,1,0,2,0,1,0,20,2,0,1,0,0,0,0,0,0,0,0,1,0,244.9371732,0
1,1.386294361,57.75770021,34.2532512,0.34989533799999994,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,361.5739334,0
1,0.0,38.080766600000004,38.080766600000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438027016,0
1,0.0,52.41889117,21.374401100000004,0.6609785029999999,3,0,5,1,1,0,2,2,6,0,3,0,0,0,0,0,0,0,1,1,0,187.0408665,0
1,1.098612289,40.23271732,26.97533339,0.3745373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2204415930000003,0
1,0.693147181,30.66163875,21.16632444,0.308675582,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.30197826,0
1,1.098612289,62.52429843,45.4635889,0.332772626,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,565.5690519,0
7,0.0,37.83335124,37.83335124,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82673821,0
5,1.386294361,34.51608487,33.32193874,1.169305125,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17.86345288,0
1,1.386294361,46.59922776,26.10540726,0.373597377,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,61.72655746,0
1,1.609437912,70.6036961,51.1266256,0.44197335,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1015.129273,0
1,1.098612289,52.29021218,33.94113621,0.321502891,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,183.5377229,0
6,1.791759469,40.44686896,31.75307923,0.718188099,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2.904523521,0
1,0.0,52.40793977,52.40793977,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.7414374,0
6,0.0,60.13415469,60.13415469,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.5984968,0
1,0.0,28.08487337,28.08487337,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.5871942,0
4,0.693147181,51.59753593,47.82664569,0.457825826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.24930859999998,0
4,0.0,48.39698836,23.03080082,1.066686894,11,0,3,0,1,1,0,8,6,0,0,3,0,0,0,0,0,0,1,0,1,93.20716269,0
1,0.0,38.68309377,38.68309377,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003541312,0
1,0.0,46.17111567,18.34685771,0.696923245,3,0,7,0,0,0,0,11,1,0,6,1,0,0,0,0,0,0,0,1,0,55.18280511,0
1,1.098612289,45.5742642,42.71147983,0.719556275,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67159898,0
3,0.693147181,33.46475017,30.7652293,0.519908908,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.85572724,0
3,1.098612289,20.15605749,16.22798739,0.6370544579999999,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,345.45966239999996,1
1,0.0,25.87816564,25.87816564,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.4937407,0
1,0.0,65.99292063,65.99292063,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.5798275000001,0
1,0.0,50.40930869,50.40930869,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.1120289,0
7,1.098612289,27.8384668,22.94137485,0.582366048,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,118.9001795,0
3,1.791759469,35.47980835,18.11635866,0.5218045570000001,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,10.64582692,0
4,1.9459101490000001,41.90965622,23.26222938,0.552615148,1,0,3,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10.03022802,0
1,1.386294361,19.08829569,14.53184488,0.7347877209999999,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,386.2917838,0
3,0.693147181,70.77344285,64.79945243,0.378668629,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1025.974721,0
1,1.098612289,35.08555784,17.17127969,0.32517721899999996,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.37397708,0
1,2.197224577,44.46543463,15.39219713,0.5157686029999999,1,0,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,32.75080542,0
1,1.098612289,30.75093423,16.756590900000003,0.36521724200000005,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,63.86676485,0
4,0.693147181,35.45790554,21.51027699,0.258650815,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78923536,0
1,0.0,38.66440471,38.66440471,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006114925,0
1,1.098612289,52.35865845,34.85284052,0.328746286,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,185.3969745,0
1,0.0,54.34367186,54.34367186,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.3933591,0
1,0.693147181,52.37508556,51.61122519,0.7529530529999999,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.84458909999998,0
1,0.693147181,45.69199179,37.96303901,0.338469023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.29400877,0
1,1.609437912,36.16974675,17.85078713,0.455028007,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,6.619587709,0
1,1.609437912,21.207392199999997,16.10637209,0.8097086290000001,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,307.48360710000003,0
1,0.0,16.03178062,16.03178062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,515.7814394,0
1,0.693147181,35.13778494,20.04654346,0.24929021,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.99471104,0
1,1.386294361,62.30800821,40.33742103,0.36138870799999995,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,555.3283374,0
1,0.693147181,19.65915713,16.33090463,0.480666335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.17789460000006,0
1,0.693147181,42.89390828,25.26562942,0.231693385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.23333809,0
1,0.0,27.994524300000002,27.994524300000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5211892,0
1,0.693147181,47.44390835,45.61339814,0.5943847210000001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.71272006,0
6,0.0,26.92126961,26.92126961,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7439157,0
7,1.609437912,44.30670571,33.45653662,0.580988749,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,30.95924234,0
1,0.0,15.39219713,15.39219713,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.2414402,0
1,0.0,21.13073238,21.13073238,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,310.1779761,0
7,0.0,22.12183436,22.12183436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.24994,0
7,0.693147181,42.34116511,24.41924471,0.229888578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94965145,0
1,0.693147181,47.70408767,23.92264529,0.200880005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.30821296,0
1,1.609437912,49.11156742,28.72005476,0.43242346,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,107.5154295,0
1,0.0,39.55099247,39.55099247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.653494033,0
1,1.609437912,21.59069131,16.53293238,0.812594732,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,294.1880642,0
2,0.0,39.79811858,39.79811858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114113794,0
1,0.0,50.54620123,24.20533881,0.715579537,3,4,4,0,9,0,1,4,5,0,0,1,0,0,0,0,0,0,1,1,0,139.3249385,0
1,0.0,21.79873536,21.79873536,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,287.09464019999996,0
7,0.0,19.53844339,19.53844339,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.7997347,0
1,0.0,45.33880903,45.0513347,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.50993811,0
5,2.197224577,25.04072138,21.15650113,1.279815523,1,0,3,0,0,1,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,187.74155149999999,0
1,1.386294361,50.20123203,26.69952088,0.349914887,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131.30018629999998,0
1,1.098612289,34.52977413,29.19460409,0.56187002,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.74792452,0
1,1.098612289,24.30663929,15.38980883,0.449085004,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,208.3970394,0
1,0.693147181,26.46506889,22.58184402,0.452529232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.73783630000003,0
1,0.0,44.79397673,44.79397673,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.61912772,0
1,0.693147181,32.26009582,22.38740589,0.30327143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.022895299999995,0
4,1.386294361,57.31964408,17.26603455,0.270324217,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,345.1064667,0
1,1.098612289,56.27183205,27.83398509,0.260652549,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,307.2738817,0
1,0.693147181,62.96348746,41.83440908,0.21257801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.6512591,0
6,1.791759469,43.18659299,17.80424367,0.435339695,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,19.74904978,0
1,0.693147181,21.50536774,20.1615332,0.653185484,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297.12226880000003,0
1,0.0,37.95208761,37.95208761,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624914094,0
1,1.098612289,69.52309564,47.53730322,0.29497503199999997,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,947.4387461000001,0
6,1.9459101490000001,25.13073238,18.63887412,0.8949130670000001,0,1,2,1,3,0,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,185.2830136,0
1,0.0,54.85284052,54.85284052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.5397629,0
3,2.197224577,29.5742642,17.20049018,0.773424639,5,0,2,0,2,0,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,84.05843067,0
1,1.791759469,56.07665982,12.22410703,0.33388078,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,300.4695366,0
4,0.693147181,51.90417522,30.31827008,0.21041720600000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2269914,0
1,0.693147181,31.79739904,28.05546081,0.45922133200000004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,48.23585376,0
1,1.791759469,45.12251882,15.75547006,0.405773526,0,1,3,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,40.70332982,0
1,1.098612289,50.95140315,21.34820959,0.25564165699999997,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,149.0548086,0
1,1.386294361,43.00616016,18.64202601,0.343914595,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18.17792231,0
1,1.098612289,45.63713632,18.97982622,0.268911904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,47.53459388,0
7,1.791759469,38.4202601,35.48389653,1.127034992,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.10390475,0
1,0.0,65.99315537,65.99315537,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.5926214,0
3,1.386294361,25.00479124,20.80187622,0.759341719,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,188.7274635,0
1,1.386294361,62.13826146,45.04312115,0.407173636,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,547.3568494,0
1,2.3025850930000002,55.51540041,23.06639288,0.518715991,4,0,1,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,281.32674330000003,0
1,0.0,48.50324204,23.59206023,0.7350559659999999,2,0,9,0,1,0,0,3,0,0,4,1,0,0,0,0,0,0,0,1,0,95.27008046,1
1,0.693147181,40.80803413,38.11775553,0.520559555,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.266007039,0
7,0.0,44.1670089,44.1670089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.42418268,0
1,2.197224577,43.87132101,14.37645448,0.512190625,0,1,5,2,2,1,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,26.30375161,0
1,0.0,48.09308693,48.09308693,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43155541,0
1,0.0,28.97500498,28.97500498,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.40596518,0
2,0.0,23.50171116,17.7412044,1.439045058,2,1,2,0,1,0,0,7,0,2,0,0,0,0,0,1,0,0,1,1,0,232.2847748,0
1,1.098612289,39.26625599,14.50406225,0.278627243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274212775,0
7,0.693147181,18.95140315,18.06747852,0.728564889,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,391.69157939999997,0
1,0.0,43.95085498,43.95085498,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.12589185,0
5,0.0,26.20301297,26.20301297,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2413105,0
1,0.0,50.60643395,50.60643395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.75049209999997,0
6,0.0,28.03832991,28.03832991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5814558,0
1,0.693147181,32.95829274,31.5370891,0.642664545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.45824162,0
3,0.693147181,31.38945927,29.82703339,0.624704082,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.06871813,1
3,0.0,27.61729872,21.796223100000002,1.4326416919999998,3,1,0,1,0,0,3,5,3,1,0,3,0,1,0,0,0,0,0,1,0,123.7723886,0
3,0.0,31.07624433,20.02479533,1.0778153990000001,4,0,3,0,1,0,2,14,4,1,0,1,0,0,0,0,0,0,0,1,0,58.77305058,1
1,0.0,51.13129864,51.13129864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.47978730000003,0
3,0.0,13.01141826,13.01141826,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.0938521,0
1,0.0,40.91444216,40.91444216,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.716886683,0
1,0.0,68.57494867,68.57494867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.9688662000001,0
1,1.9459101490000001,19.372862100000003,17.13894593,1.362107067,1,0,1,0,2,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,375.1868506,0
1,0.0,41.01684957,41.01684957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.172198859,0
1,0.693147181,65.62628337,48.18617385,0.232872525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.7322866000001,0
1,0.0,19.22484318,19.22484318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.94293660000005,0
7,1.098612289,49.60985626,38.52571872,0.406824564,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,118.0972002,0
1,0.0,38.88021903,38.88021903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018938256,0
1,0.0,42.62941919,42.62941919,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.10734247,0
6,0.0,50.96235455,50.96235455,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.3223355,0
1,1.098612289,40.34939983,21.4262654,0.31683719899999996,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.581797032,0
6,0.693147181,31.35567936,22.34360027,0.316036952,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.56663631,0
1,1.098612289,22.95687885,18.34450627,0.596955215,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.18907719999999,0
1,1.9459101490000001,51.8874024,27.85763176,0.489606517,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,172.78575940000002,0
2,0.0,21.49486653,21.49486653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,297.4844028,0
1,0.693147181,46.89117043,37.69615823,0.31318873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.39915618,0
1,0.693147181,38.97604381,28.18651301,0.291240481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.054494753,0
1,0.0,19.24435318,19.24435318,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.181734,0
1,0.0,35.17043121,17.27857632,1.260153142,15,1,4,0,4,5,8,30,12,0,1,0,0,0,0,0,0,1,1,0,1,12.76040909,0
1,0.0,41.16358658,41.16358658,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.861163003,0
1,0.0,29.46201232,29.46201232,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.12935766,0
1,1.098612289,48.38813145,35.07675818,0.373830166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.03622497,0
1,0.0,26.83093771,26.83093771,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141.8877626,0
3,1.791759469,27.57289528,24.2378962,1.0739659129999999,0,2,3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,124.7623638,1
1,0.0,20.13141684,20.13141684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,346.3762389,0
1,0.0,34.84462697,34.84462697,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19421475,0
7,0.0,42.35455168,42.35455168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.04617546,0
6,0.0,44.21629021,44.21629021,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.96125506,1
1,2.079441542,35.66019342,25.48665298,0.791504917,1,1,3,2,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,9.501246901,0
3,1.791759469,36.28473648,31.75243482,0.950675005,1,2,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.041106312,0
1,0.693147181,69.65639973,61.47066418,0.329946124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.662847,0
3,0.693147181,16.51226167,15.83294522,0.771673752,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.18806179999996,0
1,1.098612289,19.66872005,16.8680284,0.725410235,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,363.81299889999997,0
1,0.0,42.16290212,42.16290212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69844818,0
1,0.693147181,72.40246407,68.08153329,0.433517063,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.9862679999999,0
1,0.0,67.05544148,67.05544148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.6168401000001,0
4,1.386294361,30.08898015,26.39288159,0.799267264,2,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,74.88518311,0
4,1.386294361,41.71115674,17.80104938,0.34703464100000003,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.812313142,0
7,0.0,18.34569052,18.34569052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.0340264,0
1,0.0,24.14236824,24.14236824,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.16684610000001,0
1,0.0,53.03764545,53.03764545,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,204.34824740000002,0
1,0.693147181,27.86036961,27.57563313,0.88225265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.4229969,0
5,1.098612289,56.22044965,39.30847007,0.334151338,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.47513439999994,0
1,0.0,26.39823142,26.39823142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.383502,0
1,0.0,44.19712526,19.38523373,0.736468375,0,2,4,4,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,1,0,29.7518164,0
1,0.0,20.63518138,20.63518138,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.8787065,0
1,0.0,30.49965777,30.49965777,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.94614103,0
4,1.098612289,51.25570028,37.9247091,0.37357420700000005,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,156.5776111,1
6,1.386294361,37.52772074,25.50355968,0.479938675,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.4759381619999998,0
1,0.0,19.63586585,19.63586585,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,365.06739300000004,0
