sekse,cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,delcuziv,dichtheid,vggev,vgtaak,vgboete,vgtrans,vggeweld,vgzeden,vgvermg,vgvermgng,vgvernoo,vgopium,vgverkeer,vgoverig,zvermg,zvermgng,zopium,zvernoo,zverkeer,zoverig,zzeden,dum1120,dum21plus,lft2,rec4
0,1,0.693147181,26.60192806,14.95140315,1,0.281154945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65.91799382,0
0,1,1.945910149,46.31357128,19.50593968,1,0.464508456,0,0,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,134.3896155,0
0,4,1.098612289,44.66255989,21.44284736,1,0.287362773,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,98.83624813,0
1,2,1.945910149,33.48391513,16.58042437,4,0.578904289,0,2,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1.53017553,0
0,2,1.609437912,32.92813142,19.32406409,1,0.523351029,0,1,2,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3.214082894,0
0,3,1.791759469,28.67434599,21.42988389,1,0.778760364,0,0,3,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,36.56103025,0
1,1,2.890371758,40.29295003,33.59693532,4,0.0,2,0,4,0,4,0,0,2,10,0,4,3,0,1,0,1,0,0,0,1,0,31.0475436,1
0,1,2.995732274,51.36631458,21.82888433,1,0.0,4,2,6,0,1,0,0,4,5,0,7,0,0,0,0,1,0,0,0,1,0,277.0692351,1
1,1,0.0,44.05524067,44.05524067,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.12958409999997,0
0,1,1.098612289,21.36602121,19.30834921,1,0.8087597870000001,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,178.353262,0
0,1,0.0,60.85152591,60.85152591,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.8086819,0
0,4,0.0,45.33880903,45.33880903,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.739615,0
0,1,0.693147181,21.60781862,20.29215485,5,0.657146576,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,171.95336909999997,0
0,1,1.098612289,49.15065423,18.79966607,1,0.25257443,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208.2172945,0
0,2,3.36729583,27.88774812,13.55509925,1,0.0,6,1,1,0,2,0,5,15,6,0,2,3,0,0,0,1,0,1,0,0,1,46.69220744,1
0,2,2.63905733,24.27104723,16.90075291,3,0.0,7,1,2,0,2,0,2,7,2,0,0,1,1,1,0,1,0,1,0,1,0,109.1997943,0
1,1,0.693147181,35.67967146,29.57700205,1,0.375222782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.919208642,0
0,3,1.098612289,44.04161841,36.36687201,1,0.4801606920000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.87546042,0
0,1,2.197224577,38.98148947,15.45209579,1,0.571086096,0,0,1,1,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,18.15247122,1
0,1,0.693147181,23.54004107,16.88942762,1,0.361536268,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125.0120037,1
0,1,1.609437912,43.23066393,13.63661657,1,0.361585935,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,72.41577976,0
0,7,0.0,32.79634418,32.79634418,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703983499,0
0,1,1.791759469,19.8384668,17.00342415,1,1.141825934,1,3,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,221.4873466,0
0,1,1.098612289,38.51475397,25.95482546,1,0.384048699,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39319317,0
0,1,1.386294361,28.14805831,21.38229812,5,0.621539365,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43.2024814,0
0,1,1.098612289,33.82399577,22.7119369,1,0.406355377,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.804469062,1
0,1,1.609437912,23.38083089,16.99436209,1,0.73588773,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,128.5975703,0
1,1,0.0,40.10664521,40.10664521,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29.00606014,0
0,1,1.791759469,49.29783342,25.2984008,1,0.44721867,0,0,1,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,212.48647000000003,0
0,1,1.386294361,31.41683778,15.04525838,1,0.415566925,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10.91694454,0
0,1,0.0,18.60129934,18.60129934,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.8420983,0
0,2,0.693147181,32.98611032,24.23747478,1,0.320278719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.009556878,1
0,1,1.609437912,29.75770021,18.81190585,1,0.578658689,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.63352855,1
0,1,1.386294361,24.59297304,14.1284752,1,0.511544134,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,102.5752644,0
1,1,0.0,23.34542415,23.34542415,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.4018551,0
0,6,2.197224577,25.26488706,18.18445801,3,0.995010772,0,1,7,0,2,0,0,3,0,0,2,1,1,1,0,1,0,0,0,0,0,89.41651664,1
0,1,0.0,46.41189416,46.41189416,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.67892890000002,0
0,1,1.098612289,18.38466804,13.4041353,4,0.578289174,0,1,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,266.87305530000003,0
0,1,1.098612289,35.01984942,31.06479225,1,0.635317273,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08936013300000001,0
0,1,1.098612289,58.82878574,30.8172567,1,0.26256068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.1892985000002,0
0,1,0.693147181,34.7291494,23.95619439,1,0.291445435,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.78e-05,0
0,2,1.098612289,48.04070424,31.60321013,1,0.338667063,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,177.4167116,0
1,6,0.0,57.64670754,57.64670754,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.591837,0
0,1,0.693147181,49.18540431,39.9371468,1,0.312374077,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,209.2213709,0
1,4,0.0,37.22539803,37.22539803,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.272421412999999,0
0,4,0.0,30.49691992,30.49691992,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84215782,0
0,1,0.0,21.78234086,21.78234086,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.40677230000003,1
0,1,0.0,20.92539357,20.92539357,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.316488,0
1,1,0.693147181,30.8430278,16.18672222,1,0.25272916100000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03803061,0
0,1,1.098612289,67.07830532,35.59998767,5,0.24815226,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1047.000529,0
0,1,0.0,28.63244353,28.63244353,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0695185,0
1,1,0.0,36.83805128,36.83805128,1,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.482254306000001,0
0,1,2.63905733,20.66803559,13.39057172,1,0.0,1,2,1,0,4,0,0,3,7,0,0,1,0,0,0,1,0,0,0,1,0,197.4834974,0
0,1,0.0,23.57289528,23.57289528,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2784054,1
0,1,1.098612289,26.21765914,25.25494714,1,1.00945441,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,72.3054073,0
0,1,1.609437912,40.40793977,33.62976586,1,0.7171189040000001,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32.34221924,0
0,1,3.091042453,33.19247924,16.47091034,1,0.0,2,2,3,1,12,0,1,5,11,0,0,2,0,0,0,0,0,0,0,0,1,2.336124315,1
0,1,1.386294361,26.92435359,19.11006959,1,0.5834009170000001,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,60.78641288,0
0,7,2.079441542,21.20172976,17.78841848,3,1.259408848,1,3,2,0,5,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,182.7684444,0
0,1,0.0,20.21997421,20.21997421,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210.2773641,1
0,4,2.079441542,36.85871201,17.53195164,1,0.586833552,3,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4.570164213,0
0,1,1.098612289,65.58311313,44.8136865,1,0.303103885,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.4751029,0
0,1,0.0,51.71720216,51.71720216,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.8736833,0
0,4,0.0,40.41067762,40.41067762,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37336717,0
0,1,1.098612289,29.82340862,14.47045621,1,0.349717135,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.98559579,0
0,1,3.496507561,42.44216289999999,15.52635181,1,0.0,8,2,8,0,3,0,1,25,1,0,1,0,0,0,0,0,0,0,0,0,1,59.61762645,1
0,6,0.693147181,43.14349773,36.58042437,1,0.36362258,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,70.93985327,0
0,1,0.693147181,19.75846633,15.20054757,1,0.424173862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,223.874953,1
0,1,2.302585093,32.03295003,18.59363285,1,0.7894923509999999,0,0,4,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7.225170527,1
0,7,0.693147181,39.92204619,32.00853278,1,0.334946573,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.05173693,0
0,1,0.693147181,57.8973306,40.55934082,1,0.23352003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.1461116,0
0,1,1.386294361,31.39589706,13.06502396,1,0.393944365,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11.05576271,0
0,1,4.043051268,30.58179329,14.01779603,1,0.0,9,2,12,0,4,0,0,39,5,0,9,2,0,0,0,0,0,1,0,0,1,17.13235141,1
0,1,1.098612289,29.15811088,22.23171055,4,0.502315982,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,30.94482042,0
1,1,1.386294361,27.79492503,15.82250856,1,0.480894916,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,47.96937543,0
0,1,0.0,34.69183753,34.69183753,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084566,0
0,7,0.0,20.92265572,20.72662623,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,190.3920356,1
1,1,1.386294361,32.54483231,18.77344285,1,0.450660976,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.735347926,1
0,1,0.693147181,63.29089665,54.76854716,1,0.324061876,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,816.2436932,0
0,1,0.693147181,43.29683154,21.63737166,1,0.210075412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.54629706,0
0,1,2.079441542,39.91560255,17.46222029,1,0.546318968,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,26.98474999,0
0,1,1.098612289,23.01984942,14.7963751,1,0.465658706,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136.9150005,0
0,1,2.302585093,46.79384253,17.34365681,1,0.543658624,1,0,3,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,145.75551230000005,0
0,1,1.609437912,26.50787132,18.10625716,1,0.652272072,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,67.45413191,0
0,4,1.609437912,48.51385628,21.66891449,1,0.379015384,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,190.2451529,0
0,7,0.693147181,53.02162633,36.77207392,1,0.24077483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.9159339,0
0,2,3.091042453,22.88249569,12.64065708,1,0.0,3,2,2,1,2,0,0,13,3,0,0,5,0,0,0,1,0,0,0,0,1,140.1482372,1
0,5,1.945910149,38.55989049,28.01270011,1,0.72083765,2,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14.73771154,0
0,1,0.693147181,36.69507513,22.04148297,1,0.252751064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.897297308,0
0,1,0.0,30.30800821,30.30800821,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47377072,0
0,1,2.564949357,41.43455741,19.72867829,1,0.0,0,1,1,1,1,0,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0729573,0
0,1,1.609437912,19.59816786,13.38013135,1,0.744424158,0,1,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,228.6975648,1
0,1,2.772588722,25.07353233,16.61011538,1,0.0,2,3,3,0,4,2,0,3,4,1,1,2,0,0,0,0,0,0,0,1,0,93.07204566,0
0,1,0.693147181,38.84219481,27.96117734,1,0.290117003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98492449,0
0,1,0.693147181,46.25051335,42.95107058,1,0.4822740720000001,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,132.9315743,0
0,3,0.693147181,23.07460643,18.98259396,6,0.443154609,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,135.6365676,1
0,1,0.693147181,42.29798270000001,26.99794661,1,0.247688428,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.41191308,0
0,1,0.693147181,20.39425051,18.39916603,3,0.577823847,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,205.2533946,0
0,1,0.0,34.35210666,34.35210666,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136021635,0
0,1,0.693147181,37.13566206,17.68834556,1,0.221147401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.830990002,1
0,1,0.0,43.53084883,43.53084883,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.61488533,0
0,1,1.386294361,35.78992807,19.90662208,1,0.421533293,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142783026,0
0,1,0.693147181,59.73970822,57.09757608,1,0.523988977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.9398756,0
0,1,2.079441542,31.07779254,14.95048904,1,0.639299733,0,0,1,5,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,13.27236138,0
0,1,0.0,59.08555784,59.08555784,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.6356857999998,0
1,1,0.0,18.08899346,18.08899346,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276.6209061,0
1,1,1.791759469,56.37090618,37.28678987,1,0.498951851,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,468.7219985,0
0,7,0.0,35.6495551,35.6495551,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862367297,0
0,1,0.0,62.93618881,62.93618881,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.1015201,0
0,3,1.098612289,31.20219386,22.6540486,1,0.457673207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.38141792,0
0,1,3.526360525,32.42436687,15.81480642,1,0.0,7,3,4,0,9,0,2,15,8,0,1,4,0,0,0,0,0,0,0,0,1,5.274146009,1
0,1,1.945910149,24.24093087,15.74264203,3,0.794790997,0,1,1,1,2,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,109.8301254,0
0,1,0.693147181,51.816564,24.15673461,1,0.186794119,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292.2611201,0
0,4,3.044522438,36.91842003,15.14517219,1,0.0,9,1,3,0,11,0,2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,4.829016209,1
0,1,1.945910149,22.07830209,18.68435321,2,1.168552222,0,1,4,1,1,0,0,0,2,0,2,0,1,1,0,1,0,0,1,0,0,159.8357312,0
0,2,2.302585093,23.87442296,14.86433661,1,0.948205222,2,1,1,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,117.6464496,0
