sekse,cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,delcuziv,dichtheid,dum1120,dum21plus,lft2,rec4
0,1,2.197224577,44.97088213,18.48437888,7,0.539492295,0,0,94.52213262,1
0,2,0.0,20.91991786,20.91991786,4,0.0,0,0,205.3120709,1
0,1,0.693147181,22.1762038,21.79397993,1,0.8505714590000001,0,0,170.8883993,1
0,2,0.693147181,41.21013005,40.13997392,1,0.695021837,0,0,35.53944976,0
0,1,1.791759469,35.74301357,18.22861054,7,0.519672991,0,0,0.244412371,0
0,1,0.0,40.0,40.0,7,0.0,0,0,22.57549053,0
0,1,1.386294361,57.29383670000001,49.93622658,7,0.599127941,0,0,485.9910161,1
0,1,0.0,58.40308325,58.40308325,7,0.0,0,0,536.1285769,0
0,1,0.0,59.04175222,59.04175222,8,0.0,0,0,566.1125332,0
0,1,0.0,49.66485252,22.14099932,7,1.091780573,0,1,207.8273919,1
0,7,0.693147181,34.92402464,33.52553477,4,0.6457004,0,0,0.10537044,0
0,6,0.0,23.05817933,23.05817933,4,0.0,0,0,148.6071552,0
0,1,1.098612289,21.80150582,20.83699356,6,1.008991776,0,0,180.8252233,0
0,5,0.693147181,31.84452997,19.31459414,7,0.271864269,0,0,11.58791589,0
0,1,0.0,24.22760074,24.22760074,7,0.0,0,0,121.4631472,0
0,1,2.079441542,39.24161533,14.02874743,4,0.516763404,0,0,15.94390972,0
0,6,0.0,29.24834427,29.24834427,4,0.0,0,0,36.00346217,0
0,1,2.079441542,32.8678987,16.99024907,7,0.644010631,0,0,5.667894729,0
0,6,0.693147181,67.87953457,53.35149384,8,0.253770812,0,0,1064.775752,0
0,1,0.693147181,18.94403326,17.13118349,7,0.596247719,0,0,265.8399653,0
0,1,0.0,60.03832991,60.03832991,7,0.0,0,0,614.5290842,0
0,7,1.386294361,22.4257358,18.13004791,6,0.752661041,0,0,164.4266868,0
0,5,0.0,27.76523668,27.76523668,8,0.0,0,0,56.00121711,0
0,1,0.0,19.04716718,19.04716718,8,0.0,0,0,262.4874874,0
0,5,1.609437912,34.42402283,20.3340178,7,0.514855437,0,0,0.6799815509999999,0
0,1,0.0,45.14989733,45.14989733,8,0.0,0,0,98.03503984,0
0,1,0.0,41.06776181,19.09914952,1,0.7807223990000001,1,0,33.86226271,1
0,6,0.0,26.03148528,26.03148528,4,0.0,0,0,84.95580783,0
0,4,0.0,45.69746749,45.69746749,1,0.0,0,0,109.1781469,0
0,5,1.791759469,31.89362711,26.57517891,8,0.8895693020000001,0,0,11.25606297,0
1,1,0.693147181,19.91728183,15.68213527,8,0.437054482,0,0,235.05032180000003,0
0,1,0.0,62.19849418,62.19849418,7,0.0,0,0,726.29503,0
1,7,0.693147181,41.63222393,27.48528405,8,0.256943449,0,0,40.7502361,0
0,5,1.386294361,46.71868583,26.39835729,7,0.375114352,0,0,131.5621172,0
0,1,0.0,45.82614648,45.82614648,1,0.0,0,0,111.88379609999998,0
0,1,2.397895273,31.63789195,17.88996422,7,0.823444816,0,0,13.03744929,1
0,1,0.0,52.98562628,26.0698152,6,1.103606712,0,1,314.60093880000005,1
1,6,0.0,21.98066944,21.98066944,4,0.0,0,0,176.0388509,0
0,4,0.0,25.23203285,25.23203285,6,0.0,0,0,100.3322739,0
0,1,0.0,26.47775496,14.16860395,4,1.5983220180000002,0,1,76.92829757,1
0,1,1.945910149,33.2183436,17.92813604,7,0.606893263,0,0,4.122074125,0
0,3,0.0,21.4512051,21.4512051,1,0.0,0,0,190.3690104,0
0,2,0.0,42.19552872,42.19552872,7,0.0,0,0,48.25936324,1
0,1,0.693147181,51.37795365,44.41423232,1,0.35435778100000004,0,0,260.1549918,0
0,1,0.0,54.12457221,54.12457221,4,0.0,0,0,356.3010897,1
0,6,1.098612289,54.75154004,34.66392882,1,0.307964959,0,0,380.3633919,0
0,7,1.791759469,54.56599659,38.81998631,8,0.546423446,0,0,373.16054489999993,0
0,1,0.693147181,18.32991102,16.17046005,4,0.562592826,0,0,286.2431458000001,0
0,1,1.386294361,66.8161138,41.19096509,5,0.335671606,0,0,996.5058587,0
0,1,0.0,22.40930869,22.40930869,1,0.0,0,0,164.8482428,0
0,1,0.0,35.77635273,15.18412047,1,1.25484674,0,1,0.278488356,1
0,7,0.0,20.56749693,20.56749693,1,0.0,0,0,215.5357498,1
0,1,0.693147181,28.26557153,17.23135251,1,0.288264422,0,0,48.76314438,1
0,1,0.0,20.10951403,20.10951403,1,0.0,0,0,229.1929163,1
0,1,0.0,19.70206102,19.70206102,7,0.0,0,0,241.6958931,0
0,1,0.0,20.0,20.0,7,0.0,0,0,232.5208014,1
0,7,0.0,44.20898471,44.20898471,8,0.0,0,0,80.2879069,0
0,6,0.0,31.91432213,31.91432213,7,0.0,0,0,11.11762747,0
0,1,2.197224577,35.06841952,15.79782122,4,0.62821993,0,0,0.032476815,1
0,1,0.693147181,46.37919233,31.71252567,6,0.25264557600000004,0,0,123.8893561,0
0,1,0.0,24.71839357,24.71839357,5,0.0,0,0,110.8859376,0
0,1,0.0,21.70841889,21.70841889,6,0.0,0,0,183.337392,1
0,1,2.079441542,47.92881588,22.31074606,7,0.512815024,0,0,160.7870436,1
0,7,0.693147181,39.46143119,36.65005704,1,0.512223156,0,0,17.74767052,0
0,4,0.0,26.33538672,26.33538672,7,0.0,0,0,79.44595518,1
1,1,0.0,37.74964867,37.74964867,7,0.0,0,0,6.255080538,0
0,1,0.0,28.84032531,14.69952088,1,1.498528419,0,1,41.06640454,1
0,1,0.0,18.39452873,18.39452873,5,0.0,0,0,284.0608229,0
0,7,0.0,22.03053043,22.03053043,4,0.0,0,0,174.71822959999997,0
0,1,0.693147181,40.13963039,34.25615075,7,0.381150053,0,0,23.92185769,1
0,1,1.386294361,23.18345711,17.33059548,5,0.661644408,0,0,145.56846389999995,0
0,1,0.0,55.9841319,26.01262491,7,1.0477514959999998,0,1,429.9609242,0
0,7,0.693147181,21.9028063,20.72417636,7,0.677498389,0,0,178.11108430000004,0
0,7,1.386294361,27.98631075,24.45464978,5,0.813639309,0,0,52.74132122,1
0,4,0.693147181,43.3155373,32.42162902,4,0.289959744,0,0,65.07494870000001,0
1,6,0.693147181,28.98288843,20.48946615,7,0.324555221,0,0,39.25955214,1
0,1,1.386294361,19.01362924,16.80522907,4,0.966977486,0,0,263.5753398,1
0,1,0.0,18.49227121,18.49227121,1,0.0,0,0,280.7756528,0
0,1,0.693147181,36.41889117,25.83588571,7,0.29382542300000003,0,0,1.369504717,0
1,1,1.098612289,33.83709788,26.70457151,4,0.495909306,0,0,1.992430759,1
0,1,0.0,62.0752909,62.0752909,7,0.0,0,0,719.6695861000002,0
1,1,2.079441542,30.82310876,13.17114394,4,0.61261373,0,0,19.58526279,1
1,3,0.0,27.26625599,27.26625599,4,0.0,0,0,63.71833912,1
0,1,1.791759469,30.22239229,15.27173169,7,0.559880917,0,0,25.26309337,1
0,1,0.693147181,67.30691298,55.49623143,8,0.279391946,0,0,1027.73333,0
0,4,0.0,22.51173375,22.51173375,8,0.0,0,0,162.2285967,0
0,6,0.0,30.39561944,30.39561944,4,0.0,0,0,23.55173842,0
1,1,0.0,22.01779603,22.01779603,8,0.0,0,0,175.0550409,0
0,1,0.0,56.35597957,33.98767967,5,0.774016928,1,0,445.520089,0
0,1,1.386294361,25.51129363,19.33903602,3,0.646744415,0,0,94.8157735,1
1,4,1.386294361,63.16221766,34.34967802,4,0.31722042300000003,0,0,779.1682212000002,0
0,1,1.945910149,18.76848239,12.97741273,5,0.939953853,0,0,271.5953565,1
0,1,0.693147181,58.26694045,46.21765914,2,0.276825889,0,0,529.8424884,0
1,2,0.0,20.580025,20.580025,4,0.0,0,0,215.1680539,1
1,1,1.609437912,57.724846,30.1365993,4,0.374055664,0,0,505.1801608,0
0,1,2.079441542,22.72064118,14.93249366,7,0.8924838190000001,0,0,156.95057340000002,1
0,1,1.386294361,23.22435119,20.4582569,6,0.892513992,0,0,144.5833477,1
0,1,2.397895273,22.22709192,16.618130400000002,5,1.230080088,0,0,169.5605262,0
0,6,0.0,23.54920983,23.54920983,7,0.0,0,0,136.8764973,0
0,4,0.0,51.67693361,51.67693361,1,0.0,0,0,269.8890683,0
0,1,2.197224577,41.36035735,18.80903491,4,0.582823889,0,0,37.35317726,1
0,1,0.0,42.32991102,42.32991102,8,0.0,0,0,50.14450161,0
0,1,1.098612289,20.06023272,15.08915925,7,0.57874705,0,0,230.6874963,1
0,7,1.098612289,19.80835044,17.77739277,8,0.812316101,0,0,238.4023184,0
0,1,1.098612289,55.58008984,43.46147546,8,0.390455024,0,0,413.3681463,0
0,1,2.197224577,30.94762913,19.36991422,1,0.797524659,0,0,18.49863235,1
0,1,0.0,21.58247775,21.58247775,7,0.0,0,0,186.763793,1
0,1,0.693147181,18.72142368,17.600757,4,0.6866948540000001,0,0,273.1486403,1
0,1,0.0,18.87040136,18.87040136,4,0.0,0,0,268.2464642,0
0,1,0.0,38.33906634,38.33906634,3,0.0,0,0,9.550779645,0
1,1,0.0,19.8461588,19.8461588,7,0.0,0,0,237.2362044,1
0,3,1.791759469,30.36303486,18.34633812,1,0.619775792,0,0,23.86906694,1
1,5,0.0,41.46201232,41.46201232,1,0.0,0,0,38.6060854,0
0,1,0.0,49.80769783,19.45296639,2,0.668209238,1,0,211.9663753,0
0,1,0.0,23.7730817,23.7730817,5,0.0,0,0,131.6882725,0
0,1,0.0,20.0146866,20.0146866,6,0.0,0,0,232.0731159,0
0,5,1.098612289,34.9022285,29.71937029,7,0.568748618,0,0,0.119995923,0
0,1,1.098612289,39.52361396,32.83486289,5,0.510019871,0,0,18.27546417,0
0,1,1.609437912,31.66951619,14.36824093,3,0.467508293,0,0,12.81007554,1
1,1,0.0,52.36960986,52.36960986,4,0.0,0,0,293.1278563,1
1,6,0.0,57.49760438,57.49760438,4,0.0,0,0,495.0167376,0
0,1,2.197224577,39.15704303,19.17590691,7,0.6174908020000001,0,0,15.27567071,1
0,2,1.791759469,32.17196295,19.52464379,1,0.605286974,0,0,9.465897198,0
0,1,1.098612289,20.50902743,18.16563997,5,0.7734311220000001,0,0,217.2559657,0
0,1,0.0,43.60848734,43.60848734,4,0.0,0,0,69.88716834,0
0,1,0.0,46.56262834,46.56262834,1,0.0,0,0,128.0064956,0
0,4,2.302585093,34.53251198,16.87611225,6,0.6945561090000001,0,0,0.512828993,1
0,1,1.098612289,26.09370804,16.44626968,7,0.433403516,0,0,83.81264678,0
1,1,0.0,40.47251385,16.0643547,1,0.742296508,1,0,27.28893348,0
0,1,0.0,27.00922082,27.00922082,4,0.0,0,0,67.88790931,0
0,1,0.0,34.58726899,34.58726899,7,0.0,0,0,0.437402048,1
0,1,0.0,44.79192039,44.79192039,7,0.0,0,0,91.0743386,0
0,1,0.0,37.36330634,19.22946365,4,1.333025198,0,1,4.471844274,1
0,1,0.0,18.49783228,18.49783228,5,0.0,0,0,280.5893171,0
1,7,0.0,48.62136547,48.62136547,8,0.0,0,0,178.82997980000005,0
0,1,0.0,44.55449141,44.55449141,8,0.0,0,0,86.59900490000003,0
1,1,0.693147181,26.16837782,25.407255300000006,4,0.7535380979999999,0,0,82.45102995,0
0,1,1.098612289,25.95885023,21.00205339,7,0.579440175,0,0,86.30005971,0
0,1,0.0,19.75993456,19.75993456,8,0.0,0,0,239.8997722,0
0,1,0.0,19.44695414,19.44695414,4,0.0,0,0,249.6930476,0
1,1,0.0,53.83009186,53.83009186,4,0.0,0,0,345.2706219,0
0,1,0.0,20.90316086,20.90316086,7,0.0,0,0,205.7925645,0
0,1,2.079441542,57.06256746,30.04148044,6,0.499811829,0,0,475.8477467,1
0,1,1.098612289,51.08555784,22.71364039,1,0.260944921,0,0,250.8081955,0
0,1,1.098612289,19.2291236,17.56605065,5,0.866609541,0,0,256.6246741,0
1,5,0.0,23.26625599,23.26625599,4,0.0,0,0,143.5773534,0
0,1,1.098612289,32.77535313,19.90691307,5,0.37975298,0,0,6.117112183,0
0,1,0.693147181,38.9431896,18.68354086,7,0.216881225,0,0,13.64975012,0
0,4,0.0,59.28385048,26.41752225,6,1.001971577,0,1,577.6916904,1
0,1,0.0,48.84599589,48.84599589,7,0.0,0,0,184.8882838,0
0,2,0.0,37.70020534,37.70020534,1,0.0,0,0,6.010208045,1
0,5,1.945910149,43.66301477,19.24078295,7,0.485812615,0,0,70.80182444,0
1,1,0.693147181,24.46543463,20.39036045,6,0.443893517,0,0,116.2773621,1
0,3,1.386294361,45.44962139,23.33679269,6,0.360274959,0,0,104.0601688,1
0,1,0.0,21.56769016,21.56769016,1,0.0,0,0,187.1681908,1
0,6,0.0,29.51129363,29.51129363,4,0.0,0,0,32.91706039,0
0,1,1.386294361,19.11019849,16.89951299,3,0.96663328,0,0,260.449061,1
0,7,0.693147181,20.64826837,20.57457798,8,0.965073668,0,0,213.1706406,1
0,1,1.609437912,36.89902746,26.17822277,8,0.584186183,0,0,2.7238026260000003,0
0,7,1.098612289,18.54850071,17.43672165,4,0.973174583,0,0,278.8944109,1
0,1,0.0,18.75427789,18.75427789,5,0.0,0,0,272.0637429,1
0,7,0.0,34.79748834,34.79748834,1,0.0,0,0,0.20353130100000005,0
0,1,0.693147181,47.90965092,47.90965092,1,1.0,0,0,160.3013806,0
1,1,1.386294361,41.15712925,29.16906229,7,0.480605092,0,0,34.91033061,1
0,7,1.386294361,23.14852841,14.45345628,1,0.556269317,0,0,146.4125257,1
0,7,0.0,26.73547421,26.73547421,5,0.0,0,0,72.47386868,0
0,1,0.0,65.97672827,65.97672827,7,0.0,0,0,944.2158528,0
1,1,0.0,54.92384377,29.57887441,1,1.136032117,0,1,387.1139276,1
0,3,0.0,42.43942505,31.84152971,6,1.712181759,0,1,51.70749359,1
0,1,0.693147181,27.69609856,27.42231348,1,0.8860371290000001,0,0,57.040773,0
0,1,1.098612289,36.95868453,19.75085558,1,0.33142549600000004,0,0,2.92427702,0
0,1,0.0,18.83367556,18.83367556,8,0.0,0,0,269.4508202,1
0,1,1.791759469,33.62669164,16.02422947,7,0.518441534,0,0,2.630693049,0
0,1,0.693147181,20.7063655,15.93410706,4,0.416223998,0,0,211.4775374,1
0,1,0.0,40.31883198,17.5417,7,0.76733372,1,0,25.70691997,1
0,1,2.197224577,39.15947981,15.75633128,5,0.572561394,0,0,15.29472453,0
0,1,1.098612289,27.30124721,18.19297443,7,0.4448120270000001,0,0,63.16093726,0
0,1,0.693147181,23.38096009,21.41632456,7,0.580783602,0,0,140.841655,1
0,1,0.693147181,60.55030801,45.28316393,8,0.247938713,0,0,640.1747697000002,0
1,6,0.0,22.58179329,22.58179329,8,0.0,0,0,160.4488224,0
0,1,0.0,33.66735113,20.20772695,1,1.533419409,0,1,2.500451637,1
0,3,1.098612289,47.31442946,39.08375364,6,0.465477024,0,0,145.5834496,0
0,1,0.693147181,49.00479124,20.96372348,1,0.185563993,0,0,189.2318957,0
0,1,1.945910149,18.33282258,14.15092827,7,1.076047269,0,0,286.1446343,1
0,6,0.0,43.69062286,43.69062286,4,0.0,0,0,71.26719665,0
1,1,1.609437912,19.49148487,14.41491409,4,0.811335941,0,0,248.28771,1
0,6,0.0,37.53858966,37.53858966,7,0.0,0,0,5.243902536,1
0,1,0.0,54.9616738,54.9616738,7,0.0,0,0,388.6039864,0
0,1,0.0,24.02464066,24.02464066,1,0.0,0,0,125.977999,0
1,1,0.0,43.78918549,16.25184349,4,1.091522515,0,1,72.9410407,1
0,1,0.0,35.58658453,35.58658453,7,0.0,0,0,0.114211391,0
0,3,0.0,25.01848049,21.25454277,4,2.671507642,0,1,104.6560157,1
0,1,2.197224577,31.4661191,23.07876306,4,0.923152284,0,0,14.30740971,1
0,1,0.0,21.43737166,21.43737166,7,0.0,0,0,190.7509334,0
1,1,0.0,22.36714674,22.36714674,4,0.0,0,0,165.9326824,0
0,1,1.386294361,20.70144796,15.05899245,5,0.672041821,0,0,211.6205861,1
0,1,1.791759469,31.11610401,17.79876797,7,0.590954294,0,0,17.07779395,1
0,6,0.0,25.90466201,25.90466201,4,0.0,0,0,87.30978953,0
0,1,1.098612289,51.10962991,38.99788717,7,0.390557325,0,0,251.5712303,1
1,1,0.0,49.70695186,49.70695186,7,0.0,0,0,209.0429908,0
0,7,0.693147181,37.50581793,35.48071897,5,0.57495017,0,0,5.094884846,1
0,1,0.0,18.55868542,18.55868542,8,0.0,0,0,278.55434269999995,1
0,1,1.098612289,33.00205339,18.42299795,1,0.35829804299999995,0,0,5.047118933,1
1,1,0.0,19.54277892,19.54277892,8,0.0,0,0,246.6738453,0
0,1,0.0,52.87153827,27.25980978,5,0.7253163640000001,1,0,310.566798,1
0,1,1.098612289,22.02053388,16.25684184,7,0.543779818,0,0,174.9826003,1
0,1,0.0,26.39823142,26.39823142,2,0.0,0,0,78.32960403,0
0,6,0.0,28.20076977,28.20076977,8,0.0,0,0,49.67237295,0
0,1,1.609437912,24.18897879,18.44655303,7,0.770232623,0,0,122.3159463,0
0,1,1.098612289,49.09373625,37.68651608,1,0.401492793,0,0,191.6868902,1
0,7,0.0,25.68822281,25.68822281,4,0.0,0,0,91.40143875,0
0,7,0.693147181,28.66576229,16.91991786,7,0.280101667,0,0,43.33418381,1
0,1,0.693147181,54.32448276,54.05867813,1,0.8888258179999999,0,0,363.8880525,0
0,1,1.098612289,24.46746495,16.57774073,7,0.474319363,0,0,116.23357959999998,1
1,1,0.0,24.59685147,24.59685147,4,0.0,0,0,113.4604449,0
0,1,0.0,47.29909248,18.89117043,4,1.075244647,0,1,145.2135793,1
0,1,1.098612289,25.98715774,16.72826831,8,0.441534683,0,0,85.77491984,0
0,6,0.0,28.01281615,28.01281615,1,0.0,0,0,52.35704217,0
0,1,0.0,49.70753429,18.81451061,4,1.032503686,0,1,209.059833,1
0,1,0.0,27.23140952,27.23140952,8,0.0,0,0,64.27586872,1
1,6,0.0,30.76796715,30.76796715,7,0.0,0,0,20.07636446,0
0,7,2.302585093,24.61054073,19.39157636,1,1.202990563,0,0,113.1690024,1
0,1,0.0,47.09110179,47.09110179,4,0.0,0,0,140.24407250000002,0
0,1,0.693147181,26.02715051,15.43600274,4,0.293722204,0,0,85.03573509,1
0,1,1.609437912,34.27241615,17.6076926,4,0.475857121,0,0,0.952998889,0
0,6,0.0,47.4880219,47.4880219,8,0.0,0,0,149.80264630000005,0
0,1,2.079441542,44.87152115,36.29999534,5,0.855181766,0,0,92.59998081,0
0,7,2.197224577,22.92356247,15.93080662,7,1.000453067,0,0,151.90735800000004,1
0,1,0.0,20.21868719,20.21868719,1,0.0,0,0,225.8992641,0
0,7,0.0,47.61396304,47.61396304,8,0.0,0,0,152.9013926,0
0,1,1.098612289,49.48373067,43.94772112,5,0.553170051,0,0,202.6380121,1
0,1,0.693147181,18.0971937,17.311073999999998,5,0.748246545,0,0,294.1718622,1
0,7,0.693147181,26.30629664,19.90276551,8,0.367519635,0,0,79.96537543,0
0,1,0.0,21.7522245,21.7522245,5,0.0,0,0,182.1530362,0
0,6,0.0,56.95550992,56.95550992,4,0.0,0,0,471.1885157,1
0,4,1.609437912,32.83748713,26.16399533,1,0.721993818,0,0,5.81362329,1
